,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,Days_As_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Total_AcceptedCmp,AcceptedAnyCmp,Complain
1078,56.0,Master,Single,50014.0,1,0,9,3852,234,14,77,19,10,42,396,2,4,1,8,5,0,0,0,0,0,0,0,0,0
1079,46.0,PhD,Married,41014.0,1,0,65,4127,7,2,6,2,0,3,20,1,1,0,2,7,0,0,0,0,0,0,0,0,0
1080,59.0,Graduation,Single,66294.0,0,0,68,3798,251,108,334,65,92,117,967,1,4,3,5,2,0,0,0,0,0,0,0,0,0
1081,53.0,Graduation,Married,36715.0,1,0,16,4283,172,10,125,21,13,16,357,6,7,2,4,9,0,0,0,0,0,1,1,1,0
1082,68.0,Graduation,Married,79456.0,0,0,12,4370,565,42,548,64,83,99,1401,1,5,6,4,3,0,0,0,0,0,1,1,1,0
1083,42.0,Graduation,Together,40479.0,1,0,95,4010,5,0,8,2,0,0,15,1,0,0,3,4,0,0,0,0,0,0,0,0,0
1084,54.0,Master,Single,75345.0,0,0,16,4206,918,57,842,99,38,133,2087,1,5,8,6,3,1,0,0,0,0,1,2,1,0
1085,47.0,Graduation,Married,54233.0,0,1,46,4204,652,8,158,21,0,142,981,4,11,6,5,8,0,0,0,0,0,0,0,0,0
1086,54.0,Graduation,Single,24163.0,1,1,3,3954,4,1,7,2,1,2,17,2,1,0,3,4,0,0,0,0,0,0,0,0,0
1087,66.0,PhD,Together,84460.0,0,0,80,4235,152,27,103,106,54,81,523,0,9,9,4,5,1,1,0,1,1,1,5,1,0
1088,41.0,Graduation,Together,43776.0,1,0,77,3751,8,0,9,2,1,3,23,1,1,0,2,6,0,0,0,0,0,0,0,0,0
1089,66.0,PhD,Single,71691.0,0,0,0,3798,336,130,411,240,32,43,1192,1,4,7,5,2,0,0,0,0,0,1,1,1,0
1090,51.0,PhD,Married,85844.0,0,0,62,3725,938,19,843,25,95,38,1958,1,6,6,7,2,0,0,0,0,1,0,1,1,0
1091,50.0,PhD,Single,39190.0,1,0,91,3758,68,8,18,19,8,12,133,2,2,1,4,5,0,0,0,0,0,0,0,0,0
1093,52.0,PhD,Single,38578.0,1,1,2,4066,38,4,22,3,3,3,73,3,3,0,3,8,0,0,0,0,0,0,0,0,0
1094,59.0,PhD,Married,57236.0,1,1,22,3803,105,0,9,2,1,4,121,3,2,1,4,3,0,0,0,0,0,0,0,0,0
1095,45.0,Graduation,Single,61825.0,0,1,56,4020,162,50,100,55,30,27,424,1,4,2,8,4,0,0,0,0,0,0,0,0,0
1096,66.0,Graduation,Divorced,79803.0,0,1,54,3721,574,8,216,21,16,33,868,1,4,3,5,1,0,0,0,0,0,0,0,0,0
1097,38.0,2n Cycle,Single,80910.0,0,0,71,4300,160,80,369,67,39,41,756,1,3,3,8,1,0,0,0,0,0,0,0,0,0
1098,42.0,Master,Together,27590.0,1,0,38,4126,6,0,5,0,0,1,12,1,1,0,2,7,0,0,0,0,0,0,0,0,0
1099,45.0,Graduation,Married,56775.0,0,1,62,4237,614,35,160,58,35,35,937,2,5,8,10,5,0,0,0,0,0,0,0,0,0
1100,49.0,Graduation,Divorced,83829.0,0,0,78,3958,897,161,430,186,161,27,1862,0,4,7,6,1,1,0,1,0,1,1,4,1,0
1101,45.0,2n Cycle,Married,54210.0,0,1,18,4099,70,54,109,80,9,45,367,2,4,1,7,5,0,0,0,0,0,0,0,0,0
1102,38.0,Graduation,Married,38508.0,1,0,95,4025,120,19,206,25,19,54,443,6,7,2,5,8,0,0,0,0,0,0,0,0,0
1103,54.0,Graduation,Together,53187.0,1,0,66,3940,211,2,30,7,7,10,267,2,4,1,6,5,0,0,0,0,0,0,0,0,0
1104,52.0,Graduation,Married,30023.0,1,0,28,3791,11,0,16,7,6,21,61,1,2,0,3,8,0,0,0,0,0,0,0,0,0
1105,64.0,PhD,Single,76045.0,0,0,78,3920,760,53,400,17,93,0,1323,1,4,5,11,2,1,0,0,0,0,0,1,1,0
1106,72.0,PhD,Married,50870.0,0,1,13,3704,53,0,8,0,0,2,63,1,2,0,3,5,0,0,0,0,0,0,0,0,0
1108,50.0,2n Cycle,Married,65463.0,1,0,17,3844,391,32,70,21,32,16,562,2,6,2,9,5,0,0,0,1,0,0,1,1,0
1109,59.0,Graduation,Married,66480.0,1,1,71,3723,199,9,57,20,21,6,312,7,4,1,7,4,0,0,0,0,0,0,0,0,0
1110,70.0,Graduation,Divorced,76773.0,0,0,79,4183,516,56,449,86,33,16,1156,1,2,2,11,1,0,0,0,0,0,0,0,0,0
1111,41.0,2n Cycle,Single,81698.0,0,0,1,4179,709,45,115,30,160,45,1104,1,8,2,5,5,1,0,0,0,0,1,2,1,0
1112,51.0,PhD,Single,54466.0,1,1,78,3834,12,0,4,0,0,0,16,1,1,0,2,5,0,0,0,0,0,0,0,0,0
1114,40.0,PhD,Single,16269.0,1,0,75,3997,19,3,18,3,1,0,44,3,3,0,3,8,0,0,0,0,0,0,0,0,0
1115,53.0,Graduation,Together,71819.0,0,1,70,3999,1224,28,140,0,14,168,1574,3,3,3,5,6,0,0,0,1,1,0,2,1,0
1116,41.0,PhD,Married,33569.0,1,0,10,3950,16,2,18,3,0,24,63,1,1,1,2,8,0,0,1,0,0,1,2,1,0
1117,41.0,Master,Married,36262.0,0,0,24,3976,88,39,54,64,28,153,426,1,3,5,3,6,0,0,1,0,0,1,2,1,0
1118,58.0,Basic,Together,22634.0,0,0,47,4223,2,23,11,8,6,46,96,1,2,1,2,8,0,0,0,0,0,0,0,0,0
1119,46.0,2n Cycle,Married,47025.0,0,1,98,3984,508,11,59,23,5,29,635,5,11,1,6,9,0,0,0,0,0,0,0,0,0
1120,56.0,Graduation,Single,70566.0,0,1,4,3960,381,28,215,84,28,21,757,2,6,5,9,3,0,0,0,0,0,0,0,0,0
1121,45.0,PhD,Married,31605.0,1,0,15,4278,74,0,42,2,1,6,125,2,2,1,4,7,0,0,0,0,0,0,0,0,0
1122,51.0,Master,Divorced,52034.0,1,1,67,4102,146,0,93,7,13,73,332,5,4,2,5,7,0,0,0,0,0,0,0,0,0
1123,45.0,Graduation,Single,48526.0,1,0,32,3881,23,17,23,43,20,9,135,1,2,1,4,3,0,0,0,0,0,0,0,0,0
1124,70.0,Graduation,Married,46734.0,0,1,40,4282,110,5,137,26,23,29,330,2,6,1,5,7,0,0,0,0,0,0,0,0,0
1125,62.0,Graduation,Divorced,39552.0,1,1,54,4252,165,3,147,4,24,41,384,7,6,2,5,8,0,0,0,0,0,1,1,1,0
1126,58.0,Graduation,Single,86358.0,1,1,78,4384,957,47,494,82,47,95,1722,4,5,3,6,8,0,0,0,0,0,0,0,0,0
1127,47.0,Graduation,Together,46931.0,2,1,94,3760,41,0,17,3,1,16,78,2,1,1,3,3,0,0,0,0,0,0,0,0,0
1128,39.0,Basic,Single,16581.0,0,0,51,4227,1,3,4,2,3,11,24,1,0,0,3,4,0,0,0,0,0,0,0,0,0
1129,72.0,2n Cycle,Divorced,63998.0,0,0,42,3885,176,29,818,0,33,112,1168,1,7,6,11,4,0,0,0,0,0,1,1,1,0
1130,73.0,Master,Married,67381.0,0,1,67,4224,815,8,53,11,0,70,957,4,2,2,9,7,0,0,0,1,0,0,1,1,0
1131,57.0,Graduation,Single,25930.0,1,1,87,3956,6,1,2,2,0,4,15,1,1,0,2,7,0,0,0,0,0,0,0,0,0
1132,46.0,Graduation,Married,42693.0,1,0,29,3716,8,4,20,6,3,16,57,1,1,0,3,5,0,0,0,0,0,0,0,0,0
1133,48.0,Graduation,Together,85606.0,0,1,89,4288,717,42,864,219,30,84,1956,2,6,7,9,3,1,0,0,0,0,0,1,1,0
1134,39.0,Graduation,Single,72903.0,0,0,74,3937,1067,138,750,0,19,39,2013,1,7,5,8,4,1,0,0,1,1,1,4,1,0
1135,50.0,2n Cycle,Together,49669.0,1,0,97,3730,166,5,107,11,8,29,326,2,5,1,6,6,0,0,0,0,0,0,0,0,0
1136,56.0,PhD,Married,36778.0,1,1,63,4387,29,4,34,2,4,4,77,3,3,0,3,9,0,0,0,0,0,0,0,0,0
1137,62.0,PhD,Divorced,85696.0,0,0,88,4116,714,76,395,116,0,12,1313,1,4,6,9,1,0,0,0,0,0,1,1,1,0
1139,63.0,Graduation,Married,49678.0,0,1,81,4206,229,5,56,3,2,20,315,2,6,2,4,7,0,0,0,0,0,0,0,0,0
1141,35.0,Graduation,Married,37155.0,1,0,51,4208,23,0,26,7,15,3,74,1,2,0,4,5,0,0,0,0,0,0,0,0,0
1142,46.0,2n Cycle,Divorced,21282.0,1,0,76,3743,1,5,8,4,8,20,46,2,2,1,2,6,0,0,0,0,0,0,0,0,0
1143,62.0,PhD,Single,33419.0,0,1,76,4010,56,0,12,0,0,18,86,2,2,0,4,7,0,0,0,0,0,0,0,0,0
1144,79.0,Graduation,Widow,63285.0,0,0,84,3930,508,124,249,50,38,134,1103,1,6,5,13,3,0,0,0,0,0,0,0,0,0
1145,50.0,Master,Together,21255.0,1,0,56,3853,29,0,25,2,2,3,61,4,2,1,4,4,0,0,0,0,0,0,0,0,0
1146,43.0,Graduation,Together,42162.0,1,0,31,3916,46,7,59,2,4,27,145,2,3,1,3,6,0,0,1,0,0,1,2,1,0
1147,68.0,Graduation,Together,54450.0,1,1,0,4347,454,0,171,8,19,32,684,12,9,2,8,8,0,0,0,0,0,0,0,0,0
1148,70.0,PhD,Married,57744.0,0,1,91,3923,350,3,39,0,0,19,411,2,9,1,4,8,0,0,0,0,0,0,0,0,0
1149,38.0,Graduation,Single,26576.0,1,0,40,4318,10,0,8,0,0,9,27,1,1,0,2,9,0,0,1,0,0,1,2,1,0
1150,81.0,PhD,Widow,57513.0,0,0,59,4052,735,40,183,52,20,30,1060,2,9,3,13,6,0,0,0,0,0,0,0,0,0
1151,60.0,Graduation,Together,68142.0,0,1,96,4363,897,126,196,91,112,37,1459,3,10,4,7,6,0,0,0,0,0,0,0,0,0
1152,45.0,Graduation,Married,7500.0,0,1,61,4363,5,2,3,3,0,5,18,1,1,0,2,8,0,0,0,0,0,0,0,0,0
1153,50.0,Graduation,Together,83145.0,0,0,14,4339,777,35,731,39,137,114,1833,1,5,9,11,2,0,0,0,0,1,1,2,1,0
1154,64.0,Master,Married,54197.0,0,1,16,3781,162,6,37,6,13,13,237,2,1,3,6,1,0,0,0,0,0,0,0,0,0
1155,61.0,PhD,Single,23091.0,1,1,98,3726,35,0,11,0,0,2,48,4,2,1,3,7,0,0,0,0,0,0,0,0,0
1156,48.0,Graduation,Married,46049.0,1,1,11,4037,342,9,112,19,14,19,515,10,5,2,9,7,0,0,0,0,0,1,1,1,0
1157,50.0,Graduation,Together,56715.0,0,0,52,4265,258,105,239,237,172,9,1020,1,7,3,4,4,0,0,0,0,0,0,0,0,0
1158,63.0,Graduation,Married,79410.0,0,0,19,3725,658,80,483,123,13,13,1370,1,3,2,5,1,0,0,0,0,0,0,0,0,0
1159,73.0,Graduation,Married,57304.0,0,1,61,4169,356,80,329,138,17,106,1026,2,7,6,10,5,0,0,0,0,0,0,0,0,0
1160,59.0,Graduation,Married,44375.0,0,1,73,3792,213,5,28,7,7,41,301,1,4,1,6,5,0,0,0,0,0,0,0,0,0
1162,59.0,Graduation,Married,59594.0,0,1,74,4311,457,4,29,0,0,9,499,1,8,1,7,7,0,0,0,1,0,0,1,1,0
1163,30.0,Graduation,Together,80685.0,0,0,55,4370,241,45,604,34,26,54,1004,1,6,4,10,2,0,0,0,0,0,0,0,0,0
1164,50.0,PhD,Married,40344.0,0,1,48,3953,210,0,6,0,0,2,218,2,4,1,5,7,0,0,0,0,0,0,0,0,0
1165,52.0,Graduation,Married,62710.0,0,1,53,4096,441,35,83,7,29,11,606,4,4,2,12,4,0,0,0,0,0,0,0,0,0
1166,56.0,2n Cycle,Married,48985.0,0,1,13,4053,19,13,18,10,7,8,75,1,1,1,3,3,0,0,0,0,0,0,0,0,0
1167,56.0,Graduation,Together,35322.0,1,2,34,4370,28,9,37,12,7,13,106,3,2,0,4,8,0,0,0,0,0,0,0,0,0
1168,76.0,Graduation,Married,77142.0,0,0,54,4090,476,75,162,29,151,97,990,1,4,4,8,2,0,0,0,0,0,0,0,0,0
1169,55.0,Graduation,Single,81657.0,0,0,69,3852,364,40,425,158,60,50,1097,1,3,4,8,1,0,0,0,0,0,0,0,0,0
1170,28.0,Basic,Married,14421.0,0,0,81,3826,0,0,2,3,3,8,16,1,1,0,2,5,0,0,1,0,0,0,1,1,0
1172,34.0,PhD,Married,74214.0,0,0,3,4366,863,83,547,86,99,33,1711,1,8,2,5,5,0,0,0,0,0,0,0,0,0
1173,67.0,Master,Married,66726.0,1,1,61,3862,349,7,35,0,0,47,438,3,8,2,4,7,0,0,0,1,0,0,1,1,0
1174,45.0,Basic,Together,23724.0,1,0,65,4231,5,23,15,0,18,14,75,2,2,0,3,8,0,0,0,0,0,0,0,0,0
1175,64.0,Master,Married,47353.0,0,1,93,3922,184,2,19,8,8,4,225,3,2,2,6,5,0,0,0,0,0,0,0,0,0
1176,72.0,Master,Married,33444.0,1,1,24,4297,8,0,8,0,0,2,18,1,1,0,2,8,0,0,0,0,0,0,0,0,0
1177,43.0,Graduation,Married,54386.0,0,1,8,4102,277,21,64,62,21,25,470,2,3,2,10,3,0,0,0,0,0,0,0,0,0
1178,43.0,Graduation,Divorced,28510.0,1,1,72,4136,44,5,19,0,4,19,91,3,2,0,4,5,0,0,0,0,0,0,0,0,0
1179,33.0,Master,Single,90638.0,0,0,29,3830,1156,120,915,94,144,96,2525,1,3,4,10,1,0,0,0,0,1,0,1,1,0
1180,74.0,Graduation,Together,48070.0,0,1,33,4226,373,14,83,6,9,19,504,3,8,2,6,7,0,0,0,0,0,0,0,0,1
1181,67.0,Graduation,Married,43140.0,0,1,68,4234,134,8,76,6,0,11,235,1,4,1,5,6,0,0,0,0,0,0,0,0,0
1182,63.0,PhD,Divorced,54959.0,0,1,55,4220,1148,0,60,0,0,24,1232,3,9,5,4,7,0,0,0,1,0,1,2,1,0
1183,66.0,Basic,Single,15056.0,1,1,76,4116,6,12,3,21,6,40,88,5,2,2,3,5,0,0,0,0,0,0,0,0,0
1184,53.0,Graduation,Single,26954.0,1,0,17,3746,4,1,11,0,0,1,17,1,1,0,2,7,0,0,0,0,0,0,0,0,0
1185,39.0,Graduation,Single,22327.0,1,0,94,4025,5,4,8,2,0,5,24,1,1,0,3,5,0,0,0,0,0,0,0,0,0
1186,59.0,Graduation,Married,44393.0,1,1,86,4005,24,2,20,2,2,10,60,2,1,0,4,4,0,0,0,0,0,0,0,0,0
1187,72.0,PhD,Single,62000.0,0,1,25,4002,899,0,101,0,0,20,1020,1,6,6,13,4,1,0,0,0,0,0,1,1,0
1188,62.0,PhD,Together,31497.0,0,1,22,4264,108,1,28,13,1,4,155,2,3,1,4,8,0,0,0,0,0,0,0,0,0
1189,50.0,2n Cycle,Married,45894.0,0,2,15,3816,27,2,7,0,2,13,51,1,1,0,3,5,0,0,0,0,0,0,0,0,0
1190,54.0,Master,Divorced,78579.0,0,0,35,4248,816,66,549,216,66,99,1812,1,5,6,4,3,0,0,0,0,0,1,1,1,0
1191,55.0,Master,Widow,67369.0,0,1,81,4283,1298,0,70,37,14,42,1461,4,7,4,10,4,0,0,0,1,1,1,3,1,0
1192,64.0,Graduation,Divorced,58401.0,0,1,55,3764,10,0,11,17,29,29,96,1,1,2,2,4,0,0,0,0,0,0,0,0,0
1193,72.0,Graduation,Single,62307.0,0,1,94,3826,87,13,34,10,6,10,160,1,4,0,4,5,0,0,0,0,0,0,0,0,0
1194,55.0,Master,Married,43641.0,1,1,50,4127,57,2,51,4,2,23,139,3,2,1,4,6,0,0,0,0,0,0,0,0,0
1197,55.0,Master,Married,70091.0,1,0,11,4149,964,34,137,15,0,11,1161,2,5,2,10,8,0,0,0,1,0,0,1,1,0
1198,52.0,PhD,Married,78075.0,0,0,72,3779,572,8,259,34,35,80,988,1,3,5,5,1,0,0,0,0,0,0,0,0,0
1199,63.0,2n Cycle,Widow,59184.0,0,1,6,4352,341,142,113,259,151,66,1072,3,6,6,12,5,0,0,0,0,0,0,0,0,0
1200,47.0,Graduation,Married,54809.0,1,1,0,3985,63,6,57,13,13,22,174,4,2,1,5,4,0,0,0,0,0,0,0,0,0
1201,65.0,Graduation,Married,58113.0,0,1,66,4214,221,104,169,102,78,84,758,3,9,2,8,7,0,0,0,0,0,0,0,0,1
1202,66.0,Master,Married,51412.0,0,1,42,3874,140,3,29,4,5,14,195,2,3,2,4,4,0,0,0,0,0,0,0,0,0
1204,67.0,Master,Together,66636.0,0,0,64,4010,291,10,689,84,10,0,1084,1,3,4,9,1,0,0,0,0,0,0,0,0,0
1205,68.0,Master,Married,50965.0,0,1,87,4188,544,13,85,8,6,29,685,3,10,4,5,8,0,0,1,0,0,0,1,1,0
1207,34.0,Graduation,Married,18351.0,0,0,1,3937,1,12,9,0,14,7,43,1,2,0,3,7,0,0,0,0,0,0,0,0,0
1208,67.0,PhD,Together,40451.0,0,2,54,3827,35,0,4,0,0,10,49,1,1,1,2,5,0,0,1,0,0,0,1,1,0
1209,59.0,Graduation,Together,36317.0,0,1,53,4097,87,3,25,3,2,13,133,2,3,0,4,7,0,0,0,0,0,0,0,0,0
1210,67.0,Graduation,Together,42213.0,0,1,96,3954,309,3,24,4,3,20,363,2,5,1,7,7,0,0,0,1,0,0,1,1,0
1211,69.0,Graduation,Together,65748.0,0,1,58,4134,172,73,93,95,78,34,545,2,2,4,10,1,0,0,0,0,0,0,0,0,1
1212,52.0,Graduation,Together,77044.0,0,1,12,3939,625,38,242,50,34,76,1065,2,7,11,11,4,0,0,1,0,0,0,1,1,0
1213,55.0,Graduation,Together,74918.0,0,0,78,4168,972,59,913,25,19,59,2047,1,5,9,6,3,0,0,0,0,1,0,1,1,0
1214,52.0,Graduation,Married,56721.0,1,1,64,4300,157,6,39,6,13,75,296,5,4,1,5,6,0,0,0,0,0,0,0,0,0
1215,49.0,Graduation,Single,42160.0,1,1,26,4060,48,9,45,3,15,20,140,4,2,1,4,6,0,0,0,0,0,1,1,1,0
1216,59.0,Graduation,Single,61559.0,0,1,8,4041,279,83,88,32,14,34,530,1,4,2,10,3,0,0,0,0,0,0,0,0,0
1217,61.0,PhD,Together,33629.0,1,1,49,4384,132,0,16,0,0,4,152,5,3,1,4,9,0,0,0,0,0,0,0,0,0
1219,61.0,Graduation,Single,34377.0,0,1,55,4220,62,0,22,3,1,26,114,2,2,2,2,7,0,0,0,0,0,0,0,0,0
1220,38.0,Basic,Single,8940.0,1,0,25,4370,1,45,3,4,6,42,101,3,3,1,3,8,0,0,0,0,0,0,0,0,0
1221,51.0,Graduation,Married,26228.0,1,0,50,3974,2,6,4,3,1,9,25,1,1,0,2,8,0,0,0,0,0,0,0,0,0
1222,67.0,2n Cycle,Divorced,77297.0,0,0,84,4213,408,61,109,48,122,41,789,1,5,7,9,4,1,0,0,0,0,0,1,1,0
1223,43.0,Graduation,Married,40211.0,1,1,30,4028,51,1,7,2,1,25,87,2,2,1,2,8,0,0,1,0,0,0,1,1,0
1224,66.0,PhD,Widow,33438.0,1,1,81,3974,62,1,16,3,2,6,90,4,2,1,4,5,0,0,0,0,0,0,0,0,0
1225,65.0,PhD,Married,75032.0,0,1,74,4121,952,12,180,47,12,12,1215,2,5,4,9,3,0,0,0,0,0,0,0,0,0
1226,69.0,PhD,Single,61284.0,0,0,76,3954,618,15,106,20,7,45,811,1,11,2,8,6,0,0,0,1,0,0,1,1,0
1227,38.0,Graduation,Married,22518.0,1,0,36,4309,11,7,12,2,2,27,61,2,2,1,2,5,0,0,1,0,0,1,2,1,0
1228,49.0,Master,Married,54730.0,0,1,64,4012,318,3,17,4,7,56,405,5,4,1,8,4,0,0,0,0,0,0,0,0,0
1229,69.0,Master,Married,38452.0,1,1,62,3785,56,0,14,0,0,2,72,3,3,0,3,7,0,0,0,0,0,0,0,0,0
1230,53.0,Graduation,Divorced,44421.0,1,1,53,4193,110,5,59,7,1,7,189,5,5,0,4,8,0,0,0,0,0,0,0,0,0
1231,38.0,PhD,Together,38197.0,1,0,86,4059,23,0,11,2,1,3,40,1,1,0,3,5,0,0,0,0,0,0,0,0,0
1232,46.0,Graduation,Divorced,41986.0,0,1,15,3834,27,5,8,8,3,12,63,3,3,0,4,4,0,0,0,0,0,0,0,0,0
1233,41.0,Graduation,Together,28427.0,1,0,67,4159,18,3,19,3,3,6,52,2,2,0,3,8,0,0,0,0,0,0,0,0,0
1234,48.0,PhD,Together,37395.0,1,0,47,3752,18,0,9,0,1,11,39,1,1,0,3,6,0,0,0,0,0,0,0,0,0
1235,53.0,Graduation,Married,64722.0,1,0,47,3728,303,0,280,60,147,15,805,4,8,2,11,6,0,0,0,0,0,0,0,0,0
1236,68.0,Master,Together,55249.0,0,1,81,3767,97,1,19,2,0,11,130,1,2,1,4,3,0,0,0,0,0,0,0,0,0
1237,52.0,Graduation,Together,84906.0,0,0,98,3962,997,15,414,99,30,76,1631,1,5,6,12,2,0,1,0,1,1,0,3,1,0
1239,72.0,Graduation,Single,44213.0,1,1,48,3906,95,11,35,0,4,7,152,4,2,1,5,6,0,0,0,0,0,0,0,0,0
1240,40.0,Basic,Single,25707.0,1,0,18,3856,1,6,2,3,6,3,21,1,1,0,3,7,0,0,0,0,0,0,0,0,0
1241,57.0,PhD,Married,59062.0,2,1,74,3963,46,1,12,3,0,9,71,2,2,0,3,4,0,0,0,0,0,0,0,0,0
1242,62.0,Graduation,Single,76624.0,0,1,68,3730,411,106,147,54,115,66,899,1,5,10,7,1,0,0,1,0,0,0,1,1,0
1243,77.0,Master,Together,66000.0,0,0,36,3764,244,51,270,101,0,45,711,1,1,3,5,1,0,0,0,0,0,0,0,0,0
1244,46.0,PhD,Together,27683.0,1,0,90,4388,152,9,121,12,12,45,351,4,6,2,4,8,0,0,0,0,0,0,0,0,0
1245,53.0,Graduation,Divorced,1730.0,0,0,65,3736,1,1,3,1,1,1,8,15,0,0,0,20,0,0,0,0,0,0,0,0,0
1246,32.0,Basic,Single,7500.0,1,0,63,4267,10,17,18,8,26,40,119,4,3,2,2,9,0,0,0,0,0,0,0,0,0
1247,56.0,Graduation,Together,40521.0,1,1,82,4144,12,0,5,0,0,4,21,1,0,1,2,5,0,0,0,0,0,0,0,0,0
1248,51.0,PhD,Together,20427.0,1,0,63,3791,5,0,4,0,0,1,10,1,1,0,2,8,0,0,0,0,0,0,0,0,0
1249,49.0,Graduation,Married,65106.0,0,1,55,3730,790,19,133,12,0,19,973,3,8,3,13,6,0,0,0,1,0,0,1,1,0
1250,59.0,PhD,Married,69969.0,0,0,64,4000,882,29,514,38,29,44,1536,1,4,2,6,3,1,0,0,0,1,1,3,1,0
1251,72.0,Graduation,Married,67433.0,0,2,51,4042,615,28,259,12,48,30,992,4,6,5,13,4,0,0,0,1,0,0,1,1,0
1252,57.0,PhD,Married,77766.0,0,1,97,4186,1004,59,265,115,59,27,1529,2,11,10,11,6,0,0,1,0,0,1,2,1,0
1253,52.0,Graduation,Married,74716.0,0,1,92,3984,133,27,421,13,195,71,860,2,7,3,5,4,0,0,0,0,0,0,0,0,0
1255,54.0,PhD,Married,55158.0,1,1,72,4393,293,0,87,4,11,23,418,4,7,2,5,7,0,0,0,0,0,1,1,1,0
1256,69.0,2n Cycle,Married,62972.0,0,1,39,4389,313,15,47,20,0,192,587,2,7,4,3,6,0,0,0,0,0,1,1,1,0
1257,49.0,Graduation,Married,74190.0,0,1,49,3742,151,81,86,168,91,64,641,2,4,2,11,2,0,0,0,0,0,0,0,0,0
1258,48.0,Graduation,Married,39356.0,1,1,21,3796,15,0,2,0,0,6,23,1,1,0,2,6,0,0,1,0,0,0,1,1,0
1259,55.0,Graduation,Together,76653.0,0,0,91,4011,736,63,946,219,189,126,2279,1,4,7,11,2,1,0,0,0,1,0,2,1,0
1261,41.0,PhD,Divorced,90687.0,0,0,98,4097,982,17,672,23,34,51,1779,1,6,2,8,2,0,0,0,0,1,1,2,1,0
1262,42.0,Master,Together,73450.0,0,0,85,3900,1142,51,415,90,69,37,1804,1,7,8,11,3,1,0,1,0,0,0,2,1,0
1263,64.0,Graduation,Married,31454.0,1,1,40,4052,28,0,11,0,0,9,48,3,2,0,3,8,0,0,0,0,0,0,0,0,0
1264,72.0,Graduation,Single,47139.0,1,1,2,3809,46,0,12,0,2,23,83,2,2,1,2,7,0,0,0,0,0,1,1,1,0
1266,61.0,PhD,Married,53378.0,1,1,41,4337,489,6,152,8,6,132,793,10,9,4,6,8,0,0,0,0,0,1,1,1,0
1267,54.0,Graduation,Together,19656.0,1,0,94,4200,25,4,9,6,8,32,84,3,2,1,3,7,0,0,0,0,0,0,0,0,0
1268,76.0,PhD,Married,45579.0,0,1,10,4007,145,1,33,2,1,1,183,1,4,1,4,6,0,0,0,0,0,0,0,0,0
1269,66.0,2n Cycle,Single,85485.0,0,0,73,3702,630,26,611,44,18,54,1383,1,6,6,6,2,0,0,0,0,0,0,0,0,0
1270,80.0,Graduation,Married,55956.0,0,0,22,3777,760,38,104,50,9,38,999,2,7,3,4,4,0,0,0,1,0,0,1,1,0
1271,61.0,Master,Single,64191.0,0,1,30,4217,420,15,186,151,38,15,825,3,5,3,13,3,0,0,0,0,0,0,0,0,0
1272,52.0,Graduation,Single,38808.0,1,0,21,4366,125,17,52,3,19,30,246,4,5,1,4,8,0,0,1,0,0,1,2,1,0
1273,58.0,Master,Married,57183.0,1,1,51,4161,464,5,64,7,0,70,610,8,9,1,7,8,0,0,0,0,0,0,0,0,0
1274,56.0,Master,Divorced,23748.0,1,0,97,4279,6,6,29,12,15,8,76,3,2,1,3,8,0,0,0,0,0,0,0,0,0
1275,53.0,Graduation,Married,66303.0,0,1,56,4182,1090,12,96,16,12,60,1286,4,3,4,11,8,0,0,0,1,0,0,1,1,0
1276,49.0,Master,Married,37368.0,1,0,4,3889,3,2,11,2,2,10,30,1,1,0,2,6,0,0,1,0,0,0,1,1,0
1277,60.0,Graduation,Married,40800.0,1,2,77,4238,24,0,27,8,30,10,99,2,3,0,3,7,0,0,0,0,0,0,0,0,1
1278,46.0,Graduation,Divorced,71847.0,0,0,95,4340,737,21,106,55,63,210,1192,0,6,7,9,3,1,0,0,0,0,0,1,1,0
1279,49.0,Graduation,Married,46149.0,0,1,36,3906,254,6,71,4,0,27,362,5,5,1,7,5,0,0,0,0,0,0,0,0,0
1280,41.0,Graduation,Together,78687.0,0,0,13,4383,817,185,687,145,55,241,2130,1,4,6,8,2,0,0,0,0,1,1,2,1,0
1281,53.0,2n Cycle,Divorced,49118.0,0,0,90,4374,620,54,239,99,98,119,1229,2,9,7,10,7,0,1,0,1,0,1,3,1,0
1282,67.0,PhD,Married,37633.0,1,1,49,4341,13,4,20,0,0,1,38,2,1,0,3,9,0,0,0,0,0,0,0,0,0
1283,73.0,Master,Together,39767.0,0,0,18,4037,113,61,204,34,26,47,485,2,7,1,7,8,0,0,0,0,0,0,0,0,0
1284,73.0,Basic,Married,26997.0,0,0,89,4295,7,23,78,133,49,144,434,2,4,2,5,7,0,0,0,0,0,0,0,0,0
1285,54.0,Graduation,Divorced,33986.0,1,0,43,4166,16,2,18,2,1,5,44,1,1,0,3,7,0,0,0,0,0,0,0,0,0
1286,52.0,PhD,Married,57091.0,0,1,82,4277,462,0,24,6,0,4,496,2,9,2,5,7,0,0,0,1,0,1,2,1,0
